Date,Rainfall_S_Piero,Rainfall_Mangona,Rainfall_S_Agata,Rainfall_Cavallina,Rainfall_Le_Croci,Temperature_Le_Croci,Lake_Level,Flow_Rate
2004-01-08,0.028571428571428574,0.1142857142857143,0.0,0.0,0.0,3.3000000000000003,251.35857142857142,0.5
2004-01-09,0.6857142857142857,0.9428571428571428,0.5428571428571428,0.7999999999999999,1.1142857142857143,3.164285714285714,251.39857142857142,0.5
2004-01-10,0.6857142857142857,0.9428571428571428,0.5428571428571428,0.7999999999999999,1.1142857142857143,3.4,251.43285714285713,0.5
2004-01-11,0.6857142857142857,0.9428571428571428,0.5428571428571428,0.7999999999999999,1.1142857142857143,4.007142857142857,251.45857142857145,0.5
2004-01-12,0.9142857142857143,1.1714285714285713,0.7142857142857143,1.2857142857142858,1.6285714285714286,4.835714285714286,251.4842857142857,0.5
2004-01-13,0.9714285714285714,1.542857142857143,0.8285714285714285,1.457142857142857,1.7142857142857142,5.742857142857143,251.50714285714284,0.5
2004-01-14,0.9714285714285714,1.5714285714285714,0.8285714285714285,1.457142857142857,1.7142857142857142,6.964285714285714,251.53,0.5
2004-01-15,1.9714285714285715,3.314285714285714,2.257142857142857,2.7142857142857144,2.5714285714285716,7.785714285714286,251.55714285714288,0.5
2004-01-16,1.7714285714285716,4.114285714285714,2.3714285714285714,2.7142857142857144,2.085714285714286,7.771428571428571,251.58714285714288,0.5
2004-01-17,4.571428571428571,11.200000000000001,5.257142857142857,7.914285714285714,4.685714285714285,7.6000000000000005,251.62714285714287,3.5142857142857147
2004-01-18,8.428571428571429,16.942857142857143,9.057142857142857,11.514285714285714,8.22857142857143,7.8999999999999995,251.74,8.128571428571428
2004-01-19,8.171428571428573,16.714285714285715,8.885714285714286,11.057142857142855,7.714285714285714,7.735714285714286,251.83428571428573,13.342857142857143
2004-01-20,8.142857142857142,16.342857142857145,8.77142857142857,10.885714285714286,7.628571428571428,6.957142857142856,251.90142857142857,15.985714285714286
2004-01-21,8.142857142857142,16.314285714285717,8.77142857142857,10.885714285714286,7.628571428571428,5.814285714285715,251.95714285714286,17.557142857142857
2004-01-22,7.142857142857143,14.457142857142859,7.3428571428571425,9.628571428571428,6.771428571428571,5.121428571428572,251.99571428571429,18.7
2004-01-23,6.685714285714286,12.828571428571431,6.685714285714285,8.828571428571427,6.142857142857143,4.735714285714286,252.01857142857142,19.62857142857143
2004-01-24,3.8857142857142857,5.742857142857143,3.8000000000000003,3.6285714285714286,3.542857142857143,4.378571428571429,252.02142857142854,17.400000000000002
2004-01-25,0.05714285714285715,0.31428571428571433,0.08571428571428572,0.19999999999999998,0.2571428571428572,3.457142857142857,251.94857142857146,13.571428571428571
2004-01-26,0.14285714285714285,0.31428571428571433,0.1142857142857143,0.19999999999999998,0.31428571428571433,2.65,251.88714285714286,9.071428571428571
2004-01-27,1.3142857142857145,1.2857142857142858,1.2285714285714284,1.4571428571428573,1.4000000000000001,2.357142857142857,251.84714285714287,7.0928571428571425
2004-01-28,1.8285714285714287,1.542857142857143,1.3142857142857143,1.542857142857143,2.085714285714286,2.064285714285714,251.81428571428572,6.1571428571428575
2004-01-29,1.8285714285714287,1.542857142857143,1.3142857142857143,1.542857142857143,2.1142857142857143,1.5428571428571427,251.78714285714287,5.6571428571428575
2004-01-30,2.8000000000000003,3.4,4.057142857142857,3.3428571428571425,5.057142857142857,1.1357142857142857,251.76857142857145,5.378571428571428
2004-01-31,3.628571428571429,3.4285714285714284,4.057142857142857,4.114285714285715,5.6571428571428575,1.0357142857142856,251.75285714285715,5.235714285714286
2004-02-01,4.771428571428572,3.2,3.971428571428571,5.771428571428572,5.4,1.0,251.73714285714283,5.064285714285715
2004-02-02,4.685714285714285,3.2285714285714286,3.9428571428571426,5.971428571428571,5.3428571428571425,1.6642857142857141,251.72571428571428,4.935714285714285
2004-02-03,3.485714285714286,2.257142857142857,2.8285714285714283,4.714285714285714,4.257142857142857,2.4714285714285715,251.72285714285712,4.95
2004-02-04,2.9714285714285715,2.0,2.742857142857143,4.628571428571428,3.5714285714285716,3.335714285714286,251.72857142857143,5.071428571428571
2004-02-05,2.9714285714285715,2.0,2.742857142857143,4.628571428571428,3.5428571428571423,4.185714285714286,251.73857142857142,5.2
2004-02-06,2.0,0.14285714285714285,0.0,2.857142857142857,0.6285714285714281,5.292857142857143,251.7442857142857,5.335714285714286
2004-02-07,1.6285714285714283,1.2857142857142858,0.9142857142857144,2.7142857142857144,0.6285714285714281,6.392857142857143,251.75,5.45
2004-02-08,0.6285714285714287,1.4000000000000001,1.1428571428571428,1.0857142857142856,0.7428571428571423,7.428571428571429,251.75857142857143,5.635714285714285
2004-02-09,0.6285714285714287,1.3714285714285714,1.1428571428571428,0.8571428571428571,0.7428571428571423,8.135714285714286,251.76571428571427,5.921428571428572
2004-02-10,0.6571428571428573,1.3714285714285714,1.1428571428571428,0.8571428571428571,0.7428571428571423,8.292857142857143,251.76285714285714,6.142857142857143
2004-02-11,0.6571428571428573,1.3714285714285714,1.1428571428571428,0.8571428571428571,0.7428571428571423,8.307142857142857,251.75,6.214285714285714
2004-02-12,0.6857142857142857,1.3714285714285714,1.1428571428571428,0.8571428571428571,0.771428571428571,8.378571428571428,251.73428571428573,5.871428571428572
2004-02-13,0.6857142857142857,1.3714285714285714,1.1714285714285715,0.8285714285714286,0.7428571428571423,8.178571428571429,251.7214285714286,5.514285714285714
2004-02-14,0.2285714285714286,0.19999999999999998,0.2571428571428572,0.19999999999999998,0.14285714285714235,7.607142857142857,251.71142857142857,5.2
2004-02-15,0.05714285714285715,0.0,0.028571428571428574,0.0,0.028571428571428064,7.164285714285714,251.70000000000002,4.857142857142857
2004-02-16,0.05714285714285715,0.0,0.028571428571428574,0.0,0.028571428571428064,7.057142857142857,251.69000000000003,4.457142857142857
2004-02-17,0.028571428571428574,0.0,0.028571428571428574,0.0,0.028571428571428064,7.192857142857142,251.68142857142857,4.057142857142857
2004-02-18,1.457142857142857,1.657142857142857,1.1999999999999997,1.2571428571428573,1.685714285714285,6.942857142857143,251.6757142857143,3.757142857142857
2004-02-19,4.771428571428571,4.714285714285714,4.142857142857143,4.571428571428571,5.228571428571428,6.385714285714286,251.68285714285713,4.014285714285714
2004-02-20,4.971428571428571,4.914285714285714,4.314285714285714,4.6571428571428575,5.628571428571427,5.928571428571429,251.71142857142854,4.371428571428572
2004-02-21,7.028571428571429,8.628571428571428,6.285714285714286,7.228571428571429,8.314285714285713,5.978571428571428,251.74142857142857,4.814285714285715
2004-02-22,9.114285714285714,12.542857142857143,8.628571428571428,10.828571428571427,12.37142857142857,6.457142857142857,251.80714285714285,6.8
2004-02-23,11.0,16.714285714285715,11.742857142857144,14.971428571428572,15.77142857142857,6.642857142857143,251.89285714285714,12.614285714285716
2004-02-24,11.0,16.742857142857144,11.742857142857144,14.971428571428572,15.77142857142857,6.564285714285715,251.9557142857143,16.82857142857143
2004-02-25,10.057142857142855,15.571428571428571,10.971428571428572,14.171428571428573,14.857142857142858,5.864285714285714,251.99857142857144,17.385714285714286
2004-02-26,8.485714285714286,14.628571428571428,9.857142857142858,13.228571428571428,13.6,5.728571428571429,252.03142857142856,18.0
2004-02-27,8.628571428571428,14.77142857142857,9.885714285714286,13.62857142857143,13.542857142857141,5.735714285714287,252.05285714285716,18.914285714285715
2004-02-28,8.085714285714285,11.257142857142858,8.942857142857143,12.342857142857143,10.942857142857141,5.564285714285715,252.06714285714287,19.7
2004-02-29,6.628571428571429,9.228571428571428,7.6000000000000005,11.171428571428573,9.37142857142857,4.321428571428571,252.04428571428573,18.87142857142857
2004-03-01,4.742857142857143,5.7142857142857135,4.485714285714286,7.085714285714286,7.057142857142856,3.1142857142857143,252.00285714285718,13.785714285714286
2004-03-02,4.742857142857143,5.685714285714285,4.485714285714286,7.0857142857142845,7.057142857142856,2.157142857142857,251.98000000000002,10.228571428571428
2004-03-03,4.257142857142857,5.2,4.085714285714286,6.628571428571428,6.314285714285712,2.307142857142857,251.97142857142856,10.085714285714285
2004-03-04,2.4857142857142853,3.085714285714285,2.257142857142857,4.257142857142857,3.999999999999999,3.0214285714285714,251.96428571428572,9.585714285714287
2004-03-05,2.142857142857143,2.7428571428571424,2.028571428571429,3.7714285714285714,3.657142857142856,3.8214285714285716,251.94714285714284,8.7
2004-03-06,2.257142857142857,4.514285714285714,2.314285714285714,4.799999999999999,6.542857142857142,4.278571428571429,251.93571428571428,7.857142857142857
2004-03-07,2.4285714285714284,3.685714285714286,2.257142857142857,3.3428571428571425,5.657142857142857,4.692857142857143,251.9385714285714,7.271428571428571
2004-03-08,2.457142857142857,3.285714285714286,2.3428571428571425,3.314285714285714,4.628571428571427,4.6571428571428575,251.93714285714285,7.128571428571428
2004-03-09,2.457142857142857,3.2857142857142856,2.3428571428571425,3.314285714285714,4.628571428571427,4.8428571428571425,251.93857142857146,6.8999999999999995
2004-03-10,2.6,3.914285714285714,2.5714285714285716,3.6285714285714286,4.942857142857141,5.178571428571429,251.94428571428574,6.8
2004-03-11,3.6285714285714286,5.971428571428571,3.657142857142857,4.742857142857143,6.17142857142857,5.014285714285713,251.94714285714284,6.885714285714286
2004-03-12,3.6285714285714286,5.971428571428571,3.657142857142857,4.771428571428571,6.17142857142857,4.385714285714286,251.95285714285714,7.014285714285714
2004-03-13,2.0,4.000000000000001,2.3428571428571425,2.457142857142857,3.199999999999999,4.285714285714286,251.95714285714286,7.1571428571428575
2004-03-14,1.2,2.942857142857143,1.4000000000000001,1.4857142857142855,1.599999999999999,5.271428571428571,251.94714285714286,7.042857142857143
2004-03-15,1.1714285714285715,2.685714285714286,1.3142857142857143,1.457142857142857,1.5428571428571416,6.864285714285714,251.93714285714285,6.9
2004-03-16,1.1714285714285715,2.685714285714286,1.3142857142857143,1.457142857142857,1.5428571428571416,8.542857142857143,251.9257142857143,6.785714285714286
2004-03-17,1.0285714285714287,2.0571428571428574,1.0857142857142856,1.1428571428571428,1.2285714285714275,9.885714285714286,251.91428571428568,6.671428571428572
2004-03-18,0.0,0.0,0.0,0.028571428571428574,0.0,11.37142857142857,251.90142857142857,6.514285714285714
2004-03-19,0.0,0.0,0.0,0.0,0.0,12.792857142857144,251.8857142857143,6.242857142857142
2004-03-20,0.0,0.05714285714285715,0.17142857142857143,0.028571428571428574,0.0857142857142847,13.157142857142857,251.87142857142857,5.857142857142857
2004-03-21,0.14285714285714285,0.37142857142857144,0.3714285714285714,0.2857142857142857,0.2571428571428561,13.25,251.85857142857145,5.528571428571429
2004-03-22,0.14285714285714285,0.4571428571428572,0.3714285714285714,0.2857142857142857,0.2571428571428561,13.157142857142857,251.84714285714287,5.2
2004-03-23,0.9428571428571428,2.0285714285714285,1.0857142857142856,1.3142857142857143,1.542857142857142,12.542857142857143,251.84142857142857,5.0
2004-03-24,0.9714285714285714,2.057142857142857,1.0857142857142856,1.3142857142857143,1.7142857142857133,11.45,251.83714285714288,4.885714285714285
2004-03-25,1.2,2.1142857142857143,1.1428571428571428,1.457142857142857,2.085714285714285,10.078571428571427,251.83142857142857,4.771428571428571
2004-03-26,1.2,2.142857142857143,1.1428571428571428,1.457142857142857,2.142857142857142,9.028571428571428,251.82285714285715,4.7
2004-03-27,1.2,2.085714285714286,0.9714285714285714,1.4285714285714286,2.057142857142856,8.8,251.81285714285715,4.7
2004-03-28,1.0571428571428572,1.7714285714285716,0.7714285714285715,1.1714285714285713,1.8857142857142846,8.578571428571427,251.79999999999998,4.7
2004-03-29,1.0571428571428572,1.6857142857142857,0.7714285714285715,1.1714285714285713,1.8857142857142846,8.378571428571428,251.78428571428572,4.128571428571428
